Label,Path
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/10633.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/13960.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/13898.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14812.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/15098.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/15524.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/5169.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14171.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/5074.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14886.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14906.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/7263.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/53.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/13947.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14828.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14663.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14170.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14902.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/13696.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/63.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/11593.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14249.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/38.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14921.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/60.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/11774.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/12079.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/13468.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14636.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14082.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/4956.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/15467.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/85.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/9100.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/23.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/19.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/67.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/13297.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/58.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/13933.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/13704.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14616.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14651.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/89.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/13233.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/98.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14505.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/13.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14909.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/9102.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/13734.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14354.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14503.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/17.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14813.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14420.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/27.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/11576.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/15534.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/15832.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/13732.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/9056.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14814.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14723.jpg
rice,/home/jupyter/FoodDetector/datasets/UECFOOD256crop/UECFOOD256/1/14048.jpg
